                                                                                                                                                                                                                                                                



                        1                        2                        3                        4                        5                        6                        7
                        l                     n_pg                      n_p                      n_g                 Re(freq)                 Im(freq)                   E_norm
                        0                        1                        1                        0  0.1415633272870007E+001  0.0000000000000000E+000  0.1456792294100479E+000
                        0                        2                        2                        0  0.3036467188983901E+001  0.0000000000000000E+000  0.6513426995279042E-002
                        0                        3                        3                        0  0.4361611919957819E+001  0.0000000000000000E+000  0.8262522812579522E-003
                        0                        4                        4                        0  0.5597256117461567E+001  0.0000000000000000E+000  0.1543941800717791E-003
                        0                        5                        5                        0  0.6786678599700863E+001  0.0000000000000000E+000  0.3167864249106875E-004
                        0                        6                        6                        0  0.7884117544648605E+001  0.0000000000000000E+000  0.7673668063527669E-005
                        0                        7                        7                        0  0.8930144066752293E+001  0.0000000000000000E+000  0.2834954591207674E-005
                        0                        8                        8                        0  0.1000000785181936E+002  0.0000000000000000E+000  0.1236669696787469E-005
                        0                        9                        9                        0  0.1104663425514937E+002  0.0000000000000000E+000  0.5836696640429905E-006
                        0                       10                       10                        0  0.1208465385110858E+002  0.0000000000000000E+000  0.3479760830836358E-006
                        0                       11                       11                        0  0.1315379220711513E+002  0.0000000000000000E+000  0.2262188375110805E-006
                        0                       12                       12                        0  0.1422999243517363E+002  0.0000000000000000E+000  0.1433245551423376E-006
                        0                       13                       13                        0  0.1530417938811876E+002  0.0000000000000000E+000  0.9307258058547128E-007
                        0                       14                       14                        0  0.1638940523020267E+002  0.0000000000000000E+000  0.5997308986469995E-007
                        0                       15                       15                        0  0.1748438902463871E+002  0.0000000000000000E+000  0.3580379185286022E-007
                        0                       16                       16                        0  0.1858216747694168E+002  0.0000000000000000E+000  0.2448141941631449E-007
                        0                       17                       17                        0  0.1968282653908573E+002  0.0000000000000000E+000  0.1636928498560867E-007
