                                                                                                                                                                                                                                                                



                        1                        2                        3                        4                        5                        6                        7
                        l                     n_pg                      n_p                      n_g                 Re(freq)                 Im(freq)                   E_norm
                        0                        1                        1                        0  0.4315389165939912E+000  0.0000000000000000E+000  0.1112394106412893E+000
                        0                        2                        2                        0  0.9025476955536224E+000  0.0000000000000000E+000  0.3252492279926591E-002
                        0                        3                        3                        0  0.1274039815946749E+001  0.0000000000000000E+000  0.3068392980498876E-003
                        0                        4                        4                        0  0.1607166991677994E+001  0.0000000000000000E+000  0.4023140369136015E-004
                        0                        5                        5                        0  0.1899529952803903E+001  0.0000000000000000E+000  0.1221586697538070E-004
                        0                        6                        6                        0  0.2211097307598589E+001  0.0000000000000000E+000  0.4828171723902563E-005
                        0                        7                        7                        0  0.2507413445275275E+001  0.0000000000000000E+000  0.2523709872118433E-005
                        0                        8                        8                        0  0.2824148088086307E+001  0.0000000000000000E+000  0.1593241357668286E-005
                        0                        9                        9                        0  0.3141342995319143E+001  0.0000000000000000E+000  0.8985020020106195E-006
                        0                       10                       10                        0  0.3458657670031926E+001  0.0000000000000000E+000  0.5343464942720834E-006
                        0                       11                       11                        0  0.3783536395291497E+001  0.0000000000000000E+000  0.2618484485606285E-006
                        0                       12                       12                        0  0.4108078552554685E+001  0.0000000000000000E+000  0.1530953640116696E-006
                        0                       13                       13                        0  0.4433141584642682E+001  0.0000000000000000E+000  0.8480454198917658E-007
                        0                       14                       14                        0  0.4757938782160883E+001  0.0000000000000000E+000  0.4260833883899377E-007
                        0                       15                       15                        0  0.5079988005303705E+001  0.0000000000000000E+000  0.1925995549997114E-007
                        0                       16                       16                        0  0.5396608709652371E+001  0.0000000000000000E+000  0.7652927938703170E-008
                        0                       17                       17                        0  0.5699056852749653E+001  0.0000000000000000E+000  0.2828888284777672E-008
                        0                       18                       18                        0  0.5978746085957299E+001  0.0000000000000000E+000  0.1239821386086828E-008
                        0                       19                       19                        0  0.6246135676376959E+001  0.0000000000000000E+000  0.8608746879868660E-009
                        0                       20                       20                        0  0.6531645399075241E+001  0.0000000000000000E+000  0.8405909186239633E-009
                        0                       21                       21                        0  0.6837491330315541E+001  0.0000000000000000E+000  0.8042763684136298E-009
                        0                       22                       22                        0  0.7153122586308081E+001  0.0000000000000000E+000  0.6360765039788389E-009
                        0                       23                       23                        0  0.7470754841470684E+001  0.0000000000000000E+000  0.3971194766800948E-009
                        0                       24                       24                        0  0.7783136737989407E+001  0.0000000000000000E+000  0.1960237520299834E-009
                        0                       25                       25                        0  0.8078877646031358E+001  0.0000000000000000E+000  0.8329548916673673E-010
                        0                       26                       26                        0  0.8341846283741226E+001  0.0000000000000000E+000  0.4409896670259060E-010
                        0                       27                       27                        0  0.8595234840495696E+001  0.0000000000000000E+000  0.4107518156256247E-010
                        0                       28                       28                        0  0.8877835161367354E+001  0.0000000000000000E+000  0.5184022559078001E-010
                        0                       29                       29                        0  0.9178736994286536E+001  0.0000000000000000E+000  0.5868450414997228E-010
                        0                       30                       30                        0  0.9480871544500774E+001  0.0000000000000000E+000  0.5455238830033360E-010
                        0                       31                       31                        0  0.9774109491611595E+001  0.0000000000000000E+000  0.4674864708915647E-010
                        0                       32                       32                        0  0.1005731266534598E+002  0.0000000000000000E+000  0.4492553005468060E-010
                        0                       33                       33                        0  0.1034258397804812E+002  0.0000000000000000E+000  0.5366820160886828E-010
                        0                       34                       34                        0  0.1064073208340858E+002  0.0000000000000000E+000  0.7190715213697972E-010
                        0                       35                       35                        0  0.1095025907101670E+002  0.0000000000000000E+000  0.9176543952637704E-010
                        0                       36                       36                        0  0.1126567415251147E+002  0.0000000000000000E+000  0.1025378087707632E-009
                        0                       37                       37                        0  0.1158225762400919E+002  0.0000000000000000E+000  0.9820814679006144E-010
                        0                       38                       38                        0  0.1189579396078644E+002  0.0000000000000000E+000  0.8172882304489366E-010
                        0                       39                       39                        0  0.1220163265552835E+002  0.0000000000000000E+000  0.6225745623738841E-010
                        0                       40                       40                        0  0.1249605637614016E+002  0.0000000000000000E+000  0.4881012661801268E-010
                        0                       41                       41                        0  0.1278252311865077E+002  0.0000000000000000E+000  0.4527686484936630E-010
                        0                       42                       42                        0  0.1307290601583616E+002  0.0000000000000000E+000  0.5109907521066961E-010
                        0                       43                       43                        0  0.1337414892630016E+002  0.0000000000000000E+000  0.6245401978634242E-010
                        0                       44                       44                        0  0.1368391767441187E+002  0.0000000000000000E+000  0.7264372218263645E-010
                        0                       45                       45                        0  0.1399738031334719E+002  0.0000000000000000E+000  0.7563075830664379E-010
                        0                       46                       46                        0  0.1431010015193916E+002  0.0000000000000000E+000  0.7003496865076544E-010
