                                                                                                                                                                                                                                                                



                        1                        2                        3                        4                        5                        6                        7
                        l                     n_pg                      n_p                      n_g                 Re(freq)                 Im(freq)                   E_norm
                        0                        1                        1                        0  0.6424722001796178E+000  0.0000000000000000E+000  0.1245476567224001E+000
                        0                        2                        2                        0  0.1360176009488103E+001  0.0000000000000000E+000  0.4220044581481755E-002
                        0                        3                        3                        0  0.1930326716571482E+001  0.0000000000000000E+000  0.4444675274485085E-003
                        0                        4                        4                        0  0.2462551339264417E+001  0.0000000000000000E+000  0.6216642260092696E-004
                        0                        5                        5                        0  0.2927543444883017E+001  0.0000000000000000E+000  0.1316472420350483E-004
                        0                        6                        6                        0  0.3386947563005521E+001  0.0000000000000000E+000  0.5094230546386536E-005
                        0                        7                        7                        0  0.3851484552967957E+001  0.0000000000000000E+000  0.2123150704481983E-005
                        0                        8                        8                        0  0.4303902795905540E+001  0.0000000000000000E+000  0.1224516048044407E-005
                        0                        9                        9                        0  0.4781661989820247E+001  0.0000000000000000E+000  0.7733335100772133E-006
                        0                       10                       10                        0  0.5258322226157354E+001  0.0000000000000000E+000  0.4576252869472113E-006
                        0                       11                       11                        0  0.5736069640129424E+001  0.0000000000000000E+000  0.2835418301125980E-006
                        0                       12                       12                        0  0.6223086609565209E+001  0.0000000000000000E+000  0.1477127227356936E-006
                        0                       13                       13                        0  0.6711379743654209E+001  0.0000000000000000E+000  0.9281532280177589E-007
                        0                       14                       14                        0  0.7200263686752169E+001  0.0000000000000000E+000  0.5620155667280476E-007
                        0                       15                       15                        0  0.7690328261565813E+001  0.0000000000000000E+000  0.3186471740828881E-007
                        0                       16                       16                        0  0.8178706407111795E+001  0.0000000000000000E+000  0.1672907709722347E-007
                        0                       17                       17                        0  0.8664224872559597E+001  0.0000000000000000E+000  0.8015265692652358E-008
                        0                       18                       18                        0  0.9142211273735102E+001  0.0000000000000000E+000  0.3438241843668701E-008
                        0                       19                       19                        0  0.9603462952822658E+001  0.0000000000000000E+000  0.1379594079528871E-008
                        0                       20                       20                        0  0.1003654067201335E+002  0.0000000000000000E+000  0.6072890936647507E-009
                        0                       21                       21                        0  0.1044574984770280E+002  0.0000000000000000E+000  0.3829248703088560E-009
                        0                       22                       22                        0  0.1086905687608760E+002  0.0000000000000000E+000  0.3508017858893088E-009
                        0                       23                       23                        0  0.1132218990023244E+002  0.0000000000000000E+000  0.3524825834752675E-009
                        0                       24                       24                        0  0.1179397078070519E+002  0.0000000000000000E+000  0.3165257298442366E-009
                        0                       25                       25                        0  0.1227326711699678E+002  0.0000000000000000E+000  0.2374301562207409E-009
                        0                       26                       26                        0  0.1275234332241912E+002  0.0000000000000000E+000  0.1470746946654209E-009
                        0                       27                       27                        0  0.1322342507761732E+002  0.0000000000000000E+000  0.7582479854172551E-010
                        0                       28                       28                        0  0.1367297957499437E+002  0.0000000000000000E+000  0.3485150116910230E-010
                        0                       29                       29                        0  0.1408280841842283E+002  0.0000000000000000E+000  0.1877840698561994E-010
                        0                       30                       30                        0  0.1447328579080177E+002  0.0000000000000000E+000  0.1583150342043217E-010
                        0                       31                       31                        0  0.1489487074984966E+002  0.0000000000000000E+000  0.1833427590474219E-010
                        0                       32                       32                        0  0.1534525548838532E+002  0.0000000000000000E+000  0.2084253785389829E-010
                        0                       33                       33                        0  0.1580291384111764E+002  0.0000000000000000E+000  0.2025097516221930E-010
                        0                       34                       34                        0  0.1625319241921545E+002  0.0000000000000000E+000  0.1759814174620987E-010
                        0                       35                       35                        0  0.1668882686418022E+002  0.0000000000000000E+000  0.1573201082777676E-010
                        0                       36                       36                        0  0.1711746818874970E+002  0.0000000000000000E+000  0.1666280681931177E-010
                        0                       37                       37                        0  0.1755725181784293E+002  0.0000000000000000E+000  0.2099144379578296E-010
                        0                       38                       38                        0  0.1801491638894277E+002  0.0000000000000000E+000  0.2773453103595413E-010
                        0                       39                       39                        0  0.1848559060212903E+002  0.0000000000000000E+000  0.3424382899510713E-010
                        0                       40                       40                        0  0.1896263480003214E+002  0.0000000000000000E+000  0.3758001708388267E-010
                        0                       41                       41                        0  0.1944079363399992E+002  0.0000000000000000E+000  0.3630455501195775E-010
                        0                       42                       42                        0  0.1991538185630175E+002  0.0000000000000000E+000  0.3126344911175007E-010
