                                                                                                                                                                                                                                                                



                        1                        2                        3                        4                        5                        6                        7
                        0                       39                       39                        0  0.7976933373571578E+001  0.0000000000000000E+000  0.1806279559119961E-009
                        0                       40                       40                        0  0.8182472885867197E+001  0.0000000000000000E+000  0.2090334498232462E-009
                        0                       41                       41                        0  0.8389718570418330E+001  0.0000000000000000E+000  0.2087178801679209E-009
                        0                       42                       42                        0  0.8594967347345298E+001  0.0000000000000000E+000  0.1821677151303519E-009
                        0                       43                       43                        0  0.8794941437581949E+001  0.0000000000000000E+000  0.1491621658482348E-009
                        0                       44                       44                        0  0.8988532565451282E+001  0.0000000000000000E+000  0.1303624245063310E-009
                        0                       45                       45                        0  0.9180060242764171E+001  0.0000000000000000E+000  0.1349722637904446E-009
                        0                       46                       46                        0  0.9376099046039513E+001  0.0000000000000000E+000  0.1604631746158490E-009
                        0                       47                       47                        0  0.9578418002594091E+001  0.0000000000000000E+000  0.1933719947834627E-009
                        0                       48                       48                        0  0.9784704153660698E+001  0.0000000000000000E+000  0.2140083289794343E-009
                        0                       49                       49                        0  0.9991881002857664E+001  0.0000000000000000E+000  0.2101794048226645E-009
                        0                       50                       50                        0  0.1019710692264432E+002  0.0000000000000000E+000  0.1856101856459853E-009
                        0                       51                       51                        0  0.1039794246726687E+002  0.0000000000000000E+000  0.1562505851242730E-009
                        0                       52                       52                        0  0.1059368544037094E+002  0.0000000000000000E+000  0.1383906191331929E-009
                        0                       53                       53                        0  0.1078746237285369E+002  0.0000000000000000E+000  0.1397781661728724E-009
                        0                       54                       54                        0  0.1098424283366093E+002  0.0000000000000000E+000  0.1584844235390775E-009
                        0                       55                       55                        0  0.1118586597452399E+002  0.0000000000000000E+000  0.1842678480965046E-009
                        0                       56                       56                        0  0.1139098093251385E+002  0.0000000000000000E+000  0.2024508766030683E-009
                        0                       57                       57                        0  0.1159705880643362E+002  0.0000000000000000E+000  0.2030232196445856E-009
                        0                       58                       58                        0  0.1180182152131717E+002  0.0000000000000000E+000  0.1878012395423879E-009
                        0                       59                       59                        0  0.1200350420977829E+002  0.0000000000000000E+000  0.1672384537533051E-009
                        0                       60                       60                        0  0.1220174928872783E+002  0.0000000000000000E+000  0.1537981330665248E-009
                        0                       61                       61                        0  0.1239865533141561E+002  0.0000000000000000E+000  0.1538097432489842E-009
                        0                       62                       62                        0  0.1259732895843586E+002  0.0000000000000000E+000  0.1660754098596874E-009
                        0                       63                       63                        0  0.1279921638751781E+002  0.0000000000000000E+000  0.1827369497676630E-009
                        0                       64                       64                        0  0.1300365845535048E+002  0.0000000000000000E+000  0.1932444312887359E-009
                        0                       65                       65                        0  0.1320883483790592E+002  0.0000000000000000E+000  0.1905485664954870E-009
                        0                       66                       66                        0  0.1341281665196971E+002  0.0000000000000000E+000  0.1762929563142823E-009
                        0                       67                       67                        0  0.1361416044531079E+002  0.0000000000000000E+000  0.1586933588961816E-009
                        0                       68                       68                        0  0.1381259057599114E+002  0.0000000000000000E+000  0.1472371003369226E-009
                        0                       69                       69                        0  0.1400987046613467E+002  0.0000000000000000E+000  0.1472186910098335E-009
                        0                       70                       70                        0  0.1420864816558006E+002  0.0000000000000000E+000  0.1576999518722018E-009
                        0                       71                       71                        0  0.1441018665129603E+002  0.0000000000000000E+000  0.1722976111853390E-009
                        0                       72                       72                        0  0.1461395467736548E+002  0.0000000000000000E+000  0.1826977706219429E-009
                        0                       73                       73                        0  0.1481843078184428E+002  0.0000000000000000E+000  0.1830283377988603E-009
                        0                       74                       74                        0  0.1502197429452309E+002  0.0000000000000000E+000  0.1742916854525356E-009
                        0                       75                       75                        0  0.1522340234557873E+002  0.0000000000000000E+000  0.1627182388258730E-009
                        0                       76                       76                        0  0.1542274017648193E+002  0.0000000000000000E+000  0.1561591068545301E-009
                        0                       77                       77                        0  0.1562150873894142E+002  0.0000000000000000E+000  0.1586840318525648E-009
                        0                       78                       78                        0  0.1582166996594245E+002  0.0000000000000000E+000  0.1694044235736349E-009
                        0                       79                       79                        0  0.1602410030014819E+002  0.0000000000000000E+000  0.1825798399185898E-009
                        0                       80                       80                        0  0.1622837336047314E+002  0.0000000000000000E+000  0.1908466378284782E-009
                        0                       81                       81                        0  0.1643321106998792E+002  0.0000000000000000E+000  0.1888800045591809E-009
                        0                       82                       82                        0  0.1663709173216753E+002  0.0000000000000000E+000  0.1776285378047628E-009
                        0                       83                       83                        0  0.1683882910078635E+002  0.0000000000000000E+000  0.1634288648534519E-009
                        0                       84                       84                        0  0.1703829615558003E+002  0.0000000000000000E+000  0.1539213481485759E-009
                        0                       85                       85                        0  0.1723683092215056E+002  0.0000000000000000E+000  0.1534411102695119E-009
                        0                       86                       86                        0  0.1743637271671754E+002  0.0000000000000000E+000  0.1617020884315497E-009
                        0                       87                       87                        0  0.1763806445563542E+002  0.0000000000000000E+000  0.1739998759623733E-009
                        0                       88                       88                        0  0.1784172281590153E+002  0.0000000000000000E+000  0.1836595400030951E-009
                        0                       89                       89                        0  0.1804623521207161E+002  0.0000000000000000E+000  0.1848346344776334E-009
                        0                       90                       90                        0  0.1825016582983606E+002  0.0000000000000000E+000  0.1773029405533361E-009
                        0                       91                       91                        0  0.1845233194320541E+002  0.0000000000000000E+000  0.1656547101362115E-009
                        0                       92                       92                        0  0.1865242620706424E+002  0.0000000000000000E+000  0.1571529262102595E-009
                        0                       93                       93                        0  0.1885148575299323E+002  0.0000000000000000E+000  0.1563817321719685E-009
                        0                       94                       94                        0  0.1905130313214099E+002  0.0000000000000000E+000  0.1639185950219196E-009
                        0                       95                       95                        0  0.1925307521945619E+002  0.0000000000000000E+000  0.1755339862783302E-009
                        0                       96                       96                        0  0.1945672900558692E+002  0.0000000000000000E+000  0.1850153621695453E-009
                        0                       97                       97                        0  0.1966131134772487E+002  0.0000000000000000E+000  0.1868719094825413E-009
                        0                       98                       98                        0  0.1986554453004305E+002  0.0000000000000000E+000  0.1800301201746416E-009
