                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                     400                                      643                  1.3999999999999999E+000                  2.7000000000000000E-002                  1.5000093016610906E+005                  2.1228471314538356E+003                  3.8723808461876856E+003                  9.6269248947817783E+000                  6.9031371450750756E+000                 -6.2500216258078467E+000                  6.8300000000000005E-001                  3.0861836510237484E-005                  2.8996913816348990E-001                  4.6461743245962356E-003                  1.3610140382294097E-003                  1.2636602922338912E-002                  2.8342709320918146E-003                  1.3999999999999999E+000                  0.0000000000000000E+000                  9.5620000000000049E-001                  4.3206571114332407E-005                  4.0595679342888580E-001                  6.5046440544347306E-003                  1.9054196535211729E-003                  1.7691244091274486E-002                  3.9679793049285398E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.3999999361118030E+000                  6.8968945734303881E+000                  1.3999999057511925E+000                  6.8944558418483775E+000                  1.5347558806154958E+005                  6.9231146703160543E+005                  1.4542546195191181E+009                  2.3025601272113566E-010                  2.3025601272113566E-010                  0.0000000000000000E+000                  9.2118783685135509E-012                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97 
                                    zone                                     logT                                   logRho                                     logP                                     logR                               luminosity                                 eps_grav                log_abs_eps_grav_dm_div_L                      signed_log_eps_grav                               net_energy                         signed_log_power                                 velocity                                  entropy                              mixing_type                                   csound                                 v_div_cs                                      eta                                       mu                                       dm                                    logdq                                 dq_ratio                                        q                                    log_q                                   radius                                     rmid                              temperature                                      tau                                   logtau                                 pressure                          pgas_div_ptotal                                  logPgas                                    grada                                   free_e                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                     abar                                       ye                              log_opacity                                  eps_nuc                          log_abs_eps_nuc                          d_lnepsnuc_dlnd                          d_lnepsnuc_dlnT                              non_nuc_neu                        mlt_mixing_length                          mlt_mixing_type                          gradT_sub_grada                            log_mlt_Gamma                                log_D_mix                             log_conv_vel                      conv_vel_div_csound                            log_mlt_D_mix                    pressure_scale_height                               log_D_conv                               log_D_soft                               log_D_semi                                log_D_ovr                               log_D_thrm                            log_D_minimum                                    gradT                                    gradr                                     mass                                    logxq                                    logxm                                        x                                        y                                        z                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                       pp                                      cno                                 tri_alfa                                   burn_c                                   burn_n                                   burn_o                                  burn_ne                                  burn_na                                  burn_mg                                  burn_si                                   burn_s                                  burn_ar                                  burn_ca                                  burn_ti                                  burn_cr                                  burn_fe                                  c12_c12                                  c12_o16                                  o16_o16                                    pnhe4                                    photo                                    other 
                                       1                  3.5879787342760814E+000                 -7.1867340658136651E+000                  4.1944657792367730E+000                  8.3904650163076078E-001                  9.6269248947817783E+000                  1.1684230282790961E-002                 -1.5356645737446412E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4568022335853342E+001                  0.0000000000000000E+000                  1.8626043368454440E+001                                        0                  5.8372386237694183E+005                 -6.5663172934004066E-008                 -2.0000000044105299E+001                  1.3350401462565407E+000                  1.3924400000000186E+021                 -1.2301029995663974E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9031371450750756E+000                  6.9031370920614306E+000                  3.8723868287424352E+003                  6.6666666666666663E-001                 -1.7609125905568127E-001                  1.5648250120720826E+004                  9.9996376060928072E-001                  4.1944500403841714E+000                  2.7240003961913600E-001                  9.9999918984532816E-005                  6.8300000000000005E-001                  2.9000000000000004E-001                  2.6999999999999913E-002                  1.3207447860009323E+000                  8.4150514363941842E-001                 -1.4646193981216371E+000                  9.0878685236612581E-027                 -2.6041537964628372E+001                  9.0912536628808453E-027                  3.3082579392335351E-027                  0.0000000000000000E+000                  2.9872767530929255E+008                                        0                 -1.4739699714018459E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.2921876391461330E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2500304247895141E-001                  1.2500304247895141E-001                  1.3999999999999999E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.8300000000000005E-001                  2.9000000000000004E-001                  2.6999999999999913E-002                  6.8300000000000005E-001                  3.0861836510107854E-005                  2.8996913816348990E-001                  4.6461743245962356E-003                  1.3610140382294099E-003                  1.2636602922338912E-002                  2.8342709320918146E-003                  5.5219377827435412E-003                  9.0878685236612581E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  3.5879804106088211E+000                 -7.1867224106244594E+000                  4.1944791891575326E+000                  8.3904649496031025E-001                  9.6269248947817729E+000                  1.1685417676038975E-002                 -1.5180510346075446E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4568022335853342E+001                  0.0000000000000000E+000                  1.8626029358056520E+001                                        0                  5.8372594526384922E+005                 -6.5663080463923210E-008                 -2.0000000044111349E+001                  1.3350399011005387E+000                  2.0886600000000292E+021                 -1.2124938736608293E+001                  6.6666666666666630E-001                  9.9999999999949996E-001                 -2.1716654546785455E-013                  6.9031370390478601E+000                  6.9031369595295278E+000                  3.8724017757924685E+003                  6.6668313541953106E-001                 -1.7608053075545271E-001                  1.5648733306767677E+004                  9.9996376116873609E-001                  4.1944634505479090E+000                  2.7240254575238831E-001                  9.9999918968342763E-005                  6.8300000000000016E-001                  2.9000000000000004E-001                  2.6999999999999802E-002                  1.3207447860009323E+000                  8.4150514363941842E-001                 -1.4645957946823078E+000                  9.0881125095017832E-027                 -2.6041526305097698E+001                  9.0914977850287581E-027                  3.3083595246999037E-027                  0.0000000000000000E+000                  2.9872814893564904E+008                                        0                 -1.4739451006126811E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.2922048495682387E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2500653201116876E-001                  1.2500653201116876E-001                  1.3999999999992998E+000                 -1.2301029995663974E+001                 -1.2154901959985736E+001                  6.8300000000000016E-001                  2.9000000000000004E-001                  2.6999999999999802E-002                  6.8300000000000016E-001                  3.0861836510107854E-005                  2.8996913816348990E-001                  4.6461743245962365E-003                  1.3610140382294101E-003                  1.2636602922338917E-002                  2.8342709320918155E-003                  5.5219377827435395E-003                  9.0881125095017832E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  3.5879824223032322E+000                 -7.1867084250484403E+000                  4.1944952805173887E+000                  8.3904648495490053E-001                  9.6269248947817676E+000                  1.1686842304324480E-002                 -1.5180457402269031E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4568022335853342E+001                  0.0000000000000000E+000                  1.8626012547472392E+001                                        0                  5.8372844493366999E+005                 -6.5662801166499973E-008                 -2.0000000044118618E+001                  1.3350396068795773E+000                  2.0886600000000292E+021                 -1.2124938736608293E+001                  1.0000000000000000E+000                  9.9999999999875000E-001                 -5.4286814729651227E-013                  6.9031368800112700E+000                  6.9031368004955382E+000                  3.8724197131768383E+003                  6.6670783989240134E-001                 -1.7606443792679891E-001                  1.5649313130077584E+004                  9.9996376183999380E-001                  4.1944795421992991E+000                  2.7240555344014578E-001                  9.9999918948919024E-005                  6.8300000000000016E-001                  2.9000000000000004E-001                  2.6999999999999802E-002                  1.3207447860009323E+000                  8.4150514363941842E-001                 -1.4645674586341817E+000                  9.0884052875295100E-027                 -2.6041512314312079E+001                  9.0917907266249813E-027                  3.3084814271410108E-027                  0.0000000000000000E+000                  2.9872958359972805E+008                                        0                 -1.4738704696572932E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.2922254636638133E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2501700263053775E-001                  1.2501700263053775E-001                  1.3999999999982498E+000                 -1.1903089986991937E+001                 -1.1756961951313698E+001                  6.8300000000000016E-001                  2.9000000000000004E-001                  2.6999999999999802E-002                  6.8300000000000016E-001                  3.0861836510107854E-005                  2.8996913816348990E-001                  4.6461743245962365E-003                  1.3610140382294101E-003                  1.2636602922338917E-002                  2.8342709320918155E-003                  5.5219377827435395E-003                  9.0884052875295086E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  3.5879851885100589E+000                 -7.1866891959945916E+000                  4.1945174051657830E+000                  8.3904647494981333E-001                  9.6269248947817605E+000                  1.1688800784096950E-002                 -1.4937346580657785E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4568022335853335E+001                  0.0000000000000000E+000                  1.8625989435992224E+001                                        0                  5.8373188227103476E+005                 -6.5662521847733794E-008                 -2.0000000044128608E+001                  1.3350392022795337E+000                  3.6551550000000454E+021                 -1.1881900687921998E+001                  5.7142857142857229E-001                  9.9999999999800004E-001                 -8.6856974912541418E-013                  6.9031367209798091E+000                  6.9031365818334081E+000                  3.8724443783485326E+003                  6.6673254597833465E-001                 -1.7604834464373176E-001                  1.5650110387202589E+004                  9.9996376276282961E-001                  4.1945016672484892E+000                  2.7240968947252253E-001                  9.9999918922220044E-005                  6.8300000000000005E-001                  2.9000000000000004E-001                  2.6999999999999913E-002                  1.3207447860009323E+000                  8.4150514363941842E-001                 -1.4645285129592847E+000                  9.0888078494162538E-027                 -2.6041493078095314E+001                  9.0921935134182915E-027                  3.3086490428166989E-027                  0.0000000000000000E+000                  2.9873101834827268E+008                                        0                 -1.4737958357712608E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.2922538837778905E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2502747387479310E-001                  1.2502747387479310E-001                  1.3999999999971999E+000                 -1.1698970004336012E+001                 -1.1552841968657773E+001                  6.8300000000000005E-001                  2.9000000000000004E-001                  2.6999999999999913E-002                  6.8300000000000005E-001                  3.0861836510107861E-005                  2.8996913816348990E-001                  4.6461743245962356E-003                  1.3610140382294097E-003                  1.2636602922338917E-002                  2.8342709320918155E-003                  5.5219377827435395E-003                  9.0888078494162538E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  3.5879887094282497E+000                 -7.1866647246032809E+000                  4.1945455621837189E+000                  8.3904645744168282E-001                  9.6269248947817481E+000                  1.1691292674104152E-002                 -1.4937254004972775E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4568022335853335E+001                  0.0000000000000000E+000                  1.8625960027080655E+001                                        0                  5.8373625769041514E+005                 -6.5662032989015038E-008                 -2.0000000044141309E+001                  1.3350386872308684E+000                  3.6551550000000454E+021                 -1.1881900687921998E+001                  1.0000000000000000E+000                  9.9999999999668754E-001                 -1.4385837146065762E-012                  6.9031364426870354E+000                  6.9031363035484645E+000                  3.8724757732100643E+003                  6.6677578550881955E-001                 -1.7602018030601771E-001                  1.5651125078253068E+004                  9.9996376393708097E-001                  4.1945298247764153E+000                  2.7241495451338388E-001                  9.9999918888253467E-005                  6.8300000000000005E-001                  2.9000000000000004E-001                  2.6999999999999913E-002                  1.3207447860009323E+000                  8.4150514363941842E-001                 -1.4644788384483292E+000                  9.0893201858765403E-027                 -2.6041468597588057E+001                  9.0927061361221011E-027                  3.3088623714996056E-027                  0.0000000000000000E+000                  2.9873352934952325E+008                                        0                 -1.4736650955976047E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.2922899639388648E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2504581243319271E-001                  1.2504581243319271E-001                  1.3999999999953625E+000                 -1.1479844113055130E+001                 -1.1333716077376891E+001                  6.8300000000000005E-001                  2.9000000000000004E-001                  2.6999999999999913E-002                  6.8300000000000005E-001                  3.0861836510107861E-005                  2.8996913816348990E-001                  4.6461743245962356E-003                  1.3610140382294097E-003                  1.2636602922338917E-002                  2.8342709320918155E-003                  5.5219377827435395E-003                  9.0893201858765403E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  3.5879939912272505E+000                 -7.1866280214029592E+000                  4.1945877942948897E+000                  8.3904643993453676E-001                  9.6269248947817374E+000                  1.1695029192918762E-002                 -1.4636085231648437E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4568022335853335E+001                  0.0000000000000000E+000                  1.8625915924343310E+001                                        0                  5.8374282180004590E+005                 -6.5661544065079880E-008                 -2.0000000044160345E+001                  1.3350379145035727E+000                  7.3103100000000897E+021                 -1.1580870692258019E+001                  5.0000000000000011E-001                  9.9999999999537503E-001                 -2.0085976800884864E-012                  6.9031361644099203E+000                  6.9031358861562628E+000                  3.8725228697399493E+003                  6.6681902998880227E-001                 -1.7599201457109193E-001                  1.5652647115075304E+004                  9.9996376569796097E-001                  4.1945720576523540E+000                  2.7242285362614771E-001                  9.9999918837334942E-005                  6.8300000000000005E-001                  2.9000000000000004E-001                  2.6999999999999913E-002                  1.3207447860009323E+000                  8.4150514363941842E-001                 -1.4644044876144373E+000                  9.0900886633478403E-027                 -2.6041431880714782E+001                  9.0934750429585959E-027                  3.3091823639056928E-027                  0.0000000000000000E+000                  2.9873604061475205E+008                                        0                 -1.4735343461138159E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.2923442624612724E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2506415293959025E-001                  1.2506415293959025E-001                  1.3999999999935251E+000                 -1.1334888262924942E+001                 -1.1188760227246703E+001                  6.8300000000000005E-001                  2.9000000000000004E-001                  2.6999999999999913E-002                  6.8300000000000005E-001                  3.0861836510107861E-005                  2.8996913816348990E-001                  4.6461743245962356E-003                  1.3610140382294097E-003                  1.2636602922338917E-002                  2.8342709320918150E-003                  5.5219377827435395E-003                  9.0900886633478403E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  3.5880042211317882E+000                 -7.1865569588629690E+000                  4.1946695654649186E+000                  8.3904640492319782E-001                  9.6269248947817161E+000                  1.1702260213028190E-002                 -1.4355976094366453E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4568022335853335E+001                  0.0000000000000000E+000                  1.8625830556854648E+001                                        0                  5.8375553698308370E+005                 -6.5660566019087976E-008                 -2.0000000044197137E+001                  1.3350364175127387E+000                  1.3924400000000183E+022                 -1.1301029995663974E+001                  5.2499999999999958E-001                  9.9999999999275002E-001                 -3.1486256110545511E-012                  6.9031356079026640E+000                  6.9031350779823413E+000                  3.8726140889644830E+003                  6.6690553376733008E-001                 -1.7593567893065759E-001                  1.5655594552415438E+004                  9.9996376910615026E-001                  4.1946538303025953E+000                  2.7243815624691892E-001                  9.9999918738835148E-005                  6.8300000000000005E-001                  2.8999999999999998E-001                  2.6999999999999913E-002                  1.3207447860009325E+000                  8.4150514363941853E-001                 -1.4642604708717326E+000                  9.0915767281558261E-027                 -2.6041360791700399E+001                  9.0949639392325552E-027                  3.3098020294732602E-027                  0.0000000000000000E+000                  2.9874106400571603E+008                                        0                 -1.4732730890762463E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.2924494103076640E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2510081283387053E-001                  1.2510081283387053E-001                  1.3999999999898498E+000                 -1.1139661993429000E+001                 -1.0993533957750762E+001                  6.8300000000000005E-001                  2.8999999999999998E-001                  2.6999999999999913E-002                  6.8300000000000005E-001                  3.0861836510107854E-005                  2.8996913816348985E-001                  4.6461743245962374E-003                  1.3610140382294097E-003                  1.2636602922338912E-002                  2.8342709320918146E-003                  5.5219377827435412E-003                  9.0915767281558261E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  3.5880176416370992E+000                 -7.1864637900727892E+000                  4.1947767830785212E+000                  8.3904633824582120E-001                  9.6269248947816717E+000                  1.1711733051386047E-002                 -1.4355624680440190E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4568022335853335E+001                  0.0000000000000000E+000                  1.8625718681550033E+001                                        0                  5.8377222171532142E+005                 -6.5658702362243470E-008                 -2.0000000044245262E+001                  1.3350344527492048E+000                  1.3924400000000183E+022                 -1.1301029995663974E+001                  1.0000000000000000E+000                  9.9999999998775002E-001                 -5.3200982002604150E-012                  6.9031345480620345E+000                  6.9031340182552450E+000                  3.8727337617743947E+003                  6.6707035755615574E-001                 -1.7582835755730561E-001                  1.5659460046391014E+004                  9.9996377357206667E-001                  4.1947610498557903E+000                  2.7245823975402106E-001                  9.9999918609857007E-005                  6.8300000000000005E-001                  2.8999999999999998E-001                  2.6999999999999913E-002                  1.3207447860009325E+000                  8.4150514363941853E-001                 -1.4640715122268673E+000                  9.0935280717071670E-027                 -2.6041267588196849E+001                  9.0969163732129812E-027                  3.3106147004405250E-027                  0.0000000000000000E+000                  2.9875063492938507E+008                                        0                 -1.4727751842911599E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.2925869492680888E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2517067957135400E-001                  1.2517067957135400E-001                  1.3999999999828499E+000                 -1.0911863911299442E+001                 -1.0765735875621203E+001                  6.8300000000000005E-001                  2.8999999999999998E-001                  2.6999999999999913E-002                  6.8300000000000005E-001                  3.0861836510107854E-005                  2.8996913816348985E-001                  4.6461743245962374E-003                  1.3610140382294097E-003                  1.2636602922338912E-002                  2.8342709320918146E-003                  5.5219377827435412E-003                  9.0935280717071684E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  3.5880369395044314E+000                 -7.1863299127761611E+000                  4.1949308621342949E+000                  8.3904627158271672E-001                  9.6269248947816290E+000                  1.1725332131178519E-002                 -1.4082119419849761E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4568022335853335E+001                  0.0000000000000000E+000                  1.8625558006057883E+001                                        0                  5.8379621960987512E+005                 -6.5656837760036702E-008                 -2.0000000044314188E+001                  1.3350316262576776E+000                  2.6108250000000364E+022                 -1.1028028723600237E+001                  5.3333333333333288E-001                  9.9999999998275002E-001                 -7.4915707894771351E-012                  6.9031334884484226E+000                  6.9031324953665347E+000                  3.8729058504513700E+003                  6.6723525312494814E-001                 -1.7572101597767326E-001                  1.5665016697407507E+004                  9.9996377998503339E-001                  4.1949151316967805E+000                  2.7248713130842139E-001                  9.9999918424873577E-005                  6.8300000000000005E-001                  2.9000000000000004E-001                  2.6999999999999913E-002                  1.3207447860009323E+000                  8.4150514363941842E-001                 -1.4637998938606285E+000                  9.0963327548413479E-027                 -2.6041133661012914E+001                  9.0997226238352384E-027                  3.3117829064468666E-027                  0.0000000000000000E+000                  2.9876020959861934E+008                                        0                 -1.4722770375026009E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  4.2927853112013324E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2524058524007417E-001                  1.2524058524007417E-001                  1.3999999999758499E+000                 -1.0763210900590700E+001                 -1.0617082864912463E+001                  6.8300000000000005E-001                  2.9000000000000004E-001                  2.6999999999999913E-002                  6.8300000000000005E-001                  3.0861836510107847E-005                  2.8996913816348990E-001                  4.6461743245962356E-003                  1.3610140382294097E-003                  1.2636602922338912E-002                  2.8342709320918146E-003                  5.5219377827435412E-003                  9.0963327548413493E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
